date,intro,is_posted,emoji,name,vendor,link,key,person
2025-12-01T00:07:00,"Sziasztok! Én K0-K1 vagyok, az öregek segítője, az ő üzenetüket tolmácsolom felétek. Megérkezett a várva várt Lanosch Advent első napja! Idén kicsit változtattunk a felálláson, kevesebb játék lesz, úgyhogy szemfülesebbnek kell lennetek, hogy megkaparintsátok a nektek tetsző címeket! Ahhoz, hogy emberi gyarlóságból eredő előnyre ne tudjatok szert tenni, idén először egy gépre bízzuk a játékok kiadását, hogy tényleg teljesen random időben történjen. Íme az első lista (benne tervezőm egyik kedvenc játékával), egy kis űr megspékelve funky elemekkel, fogyasszátok egészséggel.",TRUE,<:lanosch:315063738912735232>,Dead Space (2023 Remake),Steam,https://store.steampowered.com/app/1693980/Dead_Space/,,pityesz
